Score Age Subject Sex ID Score Subject Score Subject
66,19,Maths,2,365,62,Physics,60,Data Structue
66,18,Maths,1,366,62,Physics,60,Data Structue
75,20,Maths,1,367,71,Physics,69,Data Structue
75,20,Maths,1,368,71,Physics,69,Data Structue
45,19,Maths,1,369,41,Physics,39,Data Structue
91,20,Maths,2,370,87,Physics,85,Data Structue
91,18,Maths,1,371,87,Physics,85,Data Structue
82,18,Maths,1,372,78,Physics,76,Data Structue
75,20,Maths,1,373,71,Physics,69,Data Structue
91,20,Maths,1,374,87,Physics,85,Data Structue
88,19,Maths,2,375,84,Physics,82,Data Structue
88,21,Maths,1,376,84,Physics,82,Data Structue
66,19,Maths,1,377,62,Physics,60,Data Structue
95,18,Maths,1,378,91,Physics,89,Data Structue
45,18,Maths,1,379,41,Physics,39,Data Structue
53,20,Maths,2,380,49,Physics,47,Data Structue
91,20,Maths,1,381,87,Physics,85,Data Structue
75,18,Maths,1,382,71,Physics,69,Data Structue
66,21,Maths,1,383,62,Physics,60,Data Structue
66,19,Maths,1,384,62,Physics,60,Data Structue
91,20,Maths,2,385,87,Physics,85,Data Structue
85,18,Maths,1,386,81,Physics,79,Data Structue
82,20,Maths,1,387,78,Physics,76,Data Structue
66,19,Maths,1,388,62,Physics,60,Data Structue
75,18,Maths,1,389,71,Physics,69,Data Structue
91,18,Maths,2,390,87,Physics,85,Data Structue
45,19,Maths,1,391,41,Physics,39,Data Structue
0,20,Maths,1,392,78,Physics,76,Data Structue
91,20,Maths,1,393,87,Physics,85,Data Structue
75,18,Maths,1,394,71,Physics,69,Data Structue
82,20,Maths,2,395,78,Physics,76,Data Structue
95,20,Maths,1,396,91,Physics,89,Data Structue
88,19,Maths,1,397,84,Physics,82,Data Structue
65,19,Maths,1,398,61,Physics,59,Data Structue
85,21,Maths,1,399,81,Physics,79,Data Structue
91,18,Maths,2,400,87,Physics,85,Data Structue
91,20,Maths,1,401,87,Physics,85,Data Structue
53,20,Maths,1,402,49,Physics,47,Data Structue
95,20,Maths,1,403,91,Physics,89,Data Structue
95,18,Maths,1,404,91,Physics,89,Data Structue
53,18,Maths,2,405,49,Physics,47,Data Structue
45,19,Maths,1,406,41,Physics,39,Data Structue
75,18,Maths,1,407,71,Physics,69,Data Structue
65,18,Maths,1,408,61,Physics,59,Data Structue
45,19,Maths,1,409,41,Physics,39,Data Structue
82,18,Maths,2,410,78,Physics,76,Data Structue
82,18,Maths,1,411,78,Physics,76,Data Structue
66,19,Maths,1,412,62,Physics,60,Data Structue
65,21,Maths,1,413,61,Physics,59,Data Structue
66,19,Maths,1,414,62,Physics,60,Data Structue
95,18,Maths,2,415,91,Physics,89,Data Structue
45,21,Maths,1,416,41,Physics,39,Data Structue
65,19,Maths,1,417,61,Physics,59,Data Structue
88,19,Maths,1,418,57,Physics,0,Data Structue
65,19,Maths,1,419,61,Physics,59,Data Structue
85,18,Maths,2,420,81,Physics,79,Data Structue
75,18,Maths,1,421,71,Physics,69,Data Structue
82,20,Maths,1,422,78,Physics,76,Data Structue
82,20,Maths,1,423,78,Physics,76,Data Structue
66,21,Maths,1,424,62,Physics,60,Data Structue
85,19,Maths,2,425,81,Physics,79,Data Structue
75,18,Maths,1,426,71,Physics,69,Data Structue
91,20,Maths,1,427,87,Physics,85,Data Structue
65,19,Maths,1,428,61,Physics,59,Data Structue
82,20,Maths,1,429,78,Physics,76,Data Structue
45,18,Maths,2,430,41,Physics,39,Data Structue
95,20,Maths,1,431,91,Physics,89,Data Structue
88,18,Maths,1,432,84,Physics,82,Data Structue
53,18,Maths,1,433,49,Physics,47,Data Structue
82,18,Maths,1,434,78,Physics,76,Data Structue
66,19,Maths,2,435,62,Physics,60,Data Structue
91,20,Maths,1,436,87,Physics,85,Data Structue
45,18,Maths,1,437,41,Physics,39,Data Structue
53,18,Maths,1,438,49,Physics,47,Data Structue
85,19,Maths,1,439,81,Physics,79,Data Structue
91,18,Maths,2,440,87,Physics,85,Data Structue
53,18,Maths,1,441,49,Physics,47,Data Structue
88,19,Maths,1,442,84,Physics,82,Data Structue
85,18,Maths,1,443,81,Physics,79,Data Structue
45,19,Maths,1,444,41,Physics,39,Data Structue
53,18,Maths,2,445,49,Physics,47,Data Structue
75,20,Maths,1,446,71,Physics,69,Data Structue
85,19,Maths,1,447,81,Physics,79,Data Structue
66,19,Maths,1,448,62,Physics,60,Data Structue
82,20,Maths,1,449,78,Physics,76,Data Structue
85,19,Maths,2,450,81,Physics,79,Data Structue
82,20,Maths,1,451,78,Physics,76,Data Structue
82,18,Maths,1,452,78,Physics,76,Data Structue
95,18,Maths,1,453,91,Physics,89,Data Structue
85,19,Maths,1,454,81,Physics,79,Data Structue
75,20,Maths,2,455,71,Physics,69,Data Structue
91,20,Maths,1,456,87,Physics,85,Data Structue
95,18,Maths,1,457,91,Physics,89,Data Structue
95,20,Maths,1,458,91,Physics,89,Data Structue
53,18,Maths,1,459,49,Physics,47,Data Structue
85,18,Maths,2,460,81,Physics,79,Data Structue
95,20,Maths,1,461,91,Physics,89,Data Structue
65,19,Maths,1,462,61,Physics,59,Data Structue
91,20,Maths,1,463,87,Physics,85,Data Structue
75,20,Maths,1,464,71,Physics,69,Data Structue
45,21,Maths,2,465,45,Physics,0,Data Structue
53,20,Maths,1,466,49,Physics,47,Data Structue
88,21,Maths,1,467,84,Physics,82,Data Structue
66,18,Maths,1,468,62,Physics,60,Data Structue
53,18,Maths,1,469,49,Physics,47,Data Structue
82,18,Maths,2,470,78,Physics,76,Data Structue
82,18,Maths,1,471,78,Physics,76,Data Structue
53,20,Maths,1,472,49,Physics,47,Data Structue
85,21,Maths,1,473,81,Physics,79,Data Structue
45,21,Maths,1,474,41,Physics,39,Data Structue
91,20,Maths,2,475,87,Physics,85,Data Structue
82,20,Maths,1,476,78,Physics,76,Data Structue
45,19,Maths,1,477,41,Physics,39,Data Structue
75,18,Maths,1,478,71,Physics,69,Data Structue
95,18,Maths,1,479,91,Physics,89,Data Structue
88,21,Maths,2,480,84,Physics,82,Data Structue
88,19,Maths,1,481,84,Physics,82,Data Structue
85,18,Maths,1,482,81,Physics,79,Data Structue
82,20,Maths,1,483,78,Physics,76,Data Structue
66,19,Maths,1,484,62,Physics,60,Data Structue
88,18,Maths,2,485,84,Physics,82,Data Structue
91,20,Maths,1,486,87,Physics,85,Data Structue
95,20,Maths,1,487,91,Physics,89,Data Structue
75,18,Maths,1,488,71,Physics,69,Data Structue
75,18,Maths,1,489,71,Physics,69,Data Structue
53,20,Maths,2,490,49,Physics,47,Data Structue
88,18,Maths,1,491,84,Physics,82,Data Structue
82,20,Maths,1,492,78,Physics,76,Data Structue
88,19,Maths,1,493,84,Physics,82,Data Structue
91,20,Maths,1,494,87,Physics,85,Data Structue
75,18,Maths,2,495,71,Physics,69,Data Structue
75,18,Maths,1,496,71,Physics,69,Data Structue
91,18,Maths,1,497,87,Physics,85,Data Structue
85,19,Maths,1,498,81,Physics,79,Data Structue
88,18,Maths,1,499,84,Physics,82,Data Structue
53,18,Maths,2,500,49,Physics,47,Data Structue
53,20,Maths,1,501,49,Physics,47,Data Structue
65,18,Maths,1,502,61,Physics,59,Data Structue
91,18,Maths,1,503,87,Physics,85,Data Structue
91,18,Maths,1,504,87,Physics,85,Data Structue
45,19,Maths,2,505,41,Physics,39,Data Structue
66,21,Maths,1,506,62,Physics,60,Data Structue
66,21,Maths,1,507,62,Physics,60,Data Structue
53,18,Maths,1,508,49,Physics,47,Data Structue
65,19,Maths,1,509,61,Physics,59,Data Structue
53,18,Maths,2,510,49,Physics,47,Data Structue
91,18,Maths,1,511,87,Physics,85,Data Structue
82,20,Maths,1,512,78,Physics,76,Data Structue
45,19,Maths,1,513,41,Physics,39,Data Structue
65,19,Maths,1,514,61,Physics,59,Data Structue
65,18,Maths,2,515,61,Physics,59,Data Structue
53,18,Maths,1,516,49,Physics,47,Data Structue
82,18,Maths,1,517,78,Physics,76,Data Structue
88,19,Maths,1,518,84,Physics,82,Data Structue
95,20,Maths,1,519,91,Physics,89,Data Structue
64,19,Maths,2,520,60,Physics,58,Data Structue
82,20,Maths,1,521,78,Physics,76,Data Structue
45,19,Maths,1,522,41,Physics,39,Data Structue
53,18,Maths,1,523,49,Physics,47,Data Structue
45,21,Maths,1,524,41,Physics,39,Data Structue
85,19,Maths,2,525,81,Physics,79,Data Structue
91,18,Maths,1,526,87,Physics,85,Data Structue
75,20,Maths,1,527,71,Physics,69,Data Structue
88,18,Maths,1,528,84,Physics,82,Data Structue
45,19,Maths,1,529,41,Physics,39,Data Structue
88,19,Maths,2,530,84,Physics,82,Data Structue
45,18,Maths,1,531,41,Physics,39,Data Structue
65,21,Maths,1,532,61,Physics,59,Data Structue
45,21,Maths,1,533,41,Physics,39,Data Structue
88,21,Maths,1,534,84,Physics,82,Data Structue
95,20,Maths,2,535,91,Physics,89,Data Structue
95,20,Maths,1,536,91,Physics,89,Data Structue
82,18,Maths,1,537,78,Physics,76,Data Structue
65,19,Maths,1,538,61,Physics,59,Data Structue
91,18,Maths,1,539,87,Physics,85,Data Structue
65,18,Maths,2,540,61,Physics,59,Data Structue
66,21,Maths,1,541,62,Physics,60,Data Structue
95,18,Maths,1,542,91,Physics,89,Data Structue
82,18,Maths,1,543,78,Physics,76,Data Structue
75,20,Maths,1,544,71,Physics,69,Data Structue
82,20,Maths,2,545,78,Physics,76,Data Structue
85,19,Maths,1,546,81,Physics,79,Data Structue
65,19,Maths,1,547,61,Physics,59,Data Structue
88,18,Maths,1,548,84,Physics,82,Data Structue
85,19,Maths,1,549,81,Physics,79,Data Structue
82,20,Maths,2,550,78,Physics,76,Data Structue
82,18,Maths,1,551,78,Physics,76,Data Structue
91,18,Maths,1,552,87,Physics,85,Data Structue
85,19,Maths,1,553,81,Physics,79,Data Structue
65,21,Maths,1,554,61,Physics,59,Data Structue
66,19,Maths,2,555,62,Physics,60,Data Structue
82,18,Maths,1,556,78,Physics,76,Data Structue
66,19,Maths,1,557,62,Physics,60,Data Structue
65,19,Maths,1,558,61,Physics,59,Data Structue
91,18,Maths,1,559,87,Physics,85,Data Structue
95,20,Maths,2,560,91,Physics,89,Data Structue
66,18,Maths,1,561,62,Physics,60,Data Structue
53,20,Maths,1,562,49,Physics,47,Data Structue
65,19,Maths,1,563,61,Physics,59,Data Structue
45,18,Maths,1,564,41,Physics,39,Data Structue
0,21,Maths,2,565,61,Physics,59,Data Structue
65,18,Maths,1,566,61,Physics,59,Data Structue
66,21,Maths,1,567,62,Physics,60,Data Structue
53,18,Maths,1,568,49,Physics,47,Data Structue
95,20,Maths,1,569,91,Physics,89,Data Structue
65,19,Maths,2,570,61,Physics,59,Data Structue
45,19,Maths,1,571,41,Physics,39,Data Structue
82,20,Maths,1,572,78,Physics,76,Data Structue
53,18,Maths,1,573,49,Physics,47,Data Structue
85,18,Maths,1,574,81,Physics,79,Data Structue
75,20,Maths,2,575,71,Physics,69,Data Structue
85,21,Maths,1,576,81,Physics,79,Data Structue
75,18,Maths,1,577,71,Physics,69,Data Structue
85,19,Maths,1,578,81,Physics,79,Data Structue
82,18,Maths,1,579,78,Physics,76,Data Structue
65,21,Maths,2,580,61,Physics,59,Data Structue
95,18,Maths,1,581,91,Physics,89,Data Structue
91,20,Maths,1,582,87,Physics,85,Data Structue
45,21,Maths,1,583,41,Physics,39,Data Structue
95,18,Maths,1,584,91,Physics,89,Data Structue
91,18,Maths,2,585,87,Physics,85,Data Structue
53,20,Maths,1,586,49,Physics,47,Data Structue
85,19,Maths,1,587,81,Physics,79,Data Structue
45,18,Maths,1,588,41,Physics,39,Data Structue
88,19,Maths,1,589,84,Physics,82,Data Structue
82,20,Maths,2,590,78,Physics,76,Data Structue
65,19,Maths,1,591,61,Physics,59,Data Structue
88,19,Maths,1,592,84,Physics,82,Data Structue
91,20,Maths,1,593,87,Physics,85,Data Structue
88,19,Maths,1,594,84,Physics,82,Data Structue
45,19,Maths,2,595,41,Physics,39,Data Structue
75,18,Maths,1,596,71,Physics,69,Data Structue
53,20,Maths,1,597,49,Physics,47,Data Structue
75,20,Maths,1,598,71,Physics,69,Data Structue
88,19,Maths,1,599,69,Physics,0,Data Structue
